"business_id","business_name","business_address","business_city","business_state","business_postal_code","business_latitude","business_longitude","business_location","business_phone_number","inspection_id","inspection_date","inspection_score","inspection_type","violation_id","violation_description","risk_category"
905,"Working Girls' Cafe'","0259 Kearny St","San Francisco","CA","94108",37.790477,-122.404033,"POINT (-122.404033 37.790477)",NULL,"905_20190415","2019-04-15",87,"Routine - Unscheduled","905_20190415_103114","High risk vermin infestation","High Risk"
1652,"STARBUCKS","201 03rd St","San Francisco","CA","94105",37.785037,-122.400432,"POINT (-122.400432 37.785037)",NULL,"1652_20190611","2019-06-11",96,"Routine - Unscheduled","1652_20190611_103161","Low risk vermin infestation","Low Risk"
59152,"Patio Cafe","531 Castro St","San Francisco","CA","94114",NULL,NULL,NULL,"14155625017","59152_20190312","2019-03-12",90,"Routine - Unscheduled","59152_20190312_103161","Low risk vermin infestation","Low Risk"
61357,"Smuggler's Cove","650 Gough St","San Francisco","CA","94102",NULL,NULL,NULL,NULL,"61357_20171205","2017-12-05",91,"Routine - Unscheduled","61357_20171205_103161","Low risk vermin infestation","Low Risk"
66220,"Izakaya Kou","1560 Fillmore St","San Francisco","CA","94115",37.784007,-122.432816,"POINT (-122.432816 37.784007)",NULL,"66220_20190418","2019-04-18",86,"Routine - Unscheduled","66220_20190418_103161","Low risk vermin infestation","Low Risk"
67510,"Subway Sandwiches","215 Fremont St","San Francisco","CA","94105",37.788864,-122.394613,"POINT (-122.394613 37.788864)",NULL,"67510_20180221","2018-02-21",79,"Routine - Unscheduled","67510_20180221_103161","Low risk vermin infestation","Low Risk"
69762,"Chili House Inc.","726 Clement St","San Francisco","CA","94118",NULL,NULL,NULL,"14155382658","69762_20161026","2016-10-26",80,"Routine - Unscheduled","69762_20161026_103161","Low risk vermin infestation","Low Risk"
70912,"Folsom Street Foundry","1425 Folsom St","San Francisco","CA","94103",NULL,NULL,NULL,NULL,"70912_20190705","2019-07-05",98,"Routine - Unscheduled","70912_20190705_103161","Low risk vermin infestation","Low Risk"
71803,"Charles Chocolates","535 Florida St","San Francisco","CA","94110",NULL,NULL,NULL,NULL,"71803_20181213","2018-12-13",94,"Routine - Unscheduled","71803_20181213_103161","Low risk vermin infestation","Low Risk"
76784,"Capital Restaurant","839 Clay","San Francisco","CA",NULL,NULL,NULL,NULL,NULL,"76784_20181204","2018-12-04",NULL,"Reinspection/Followup","76784_20181204_103114","High risk vermin infestation","High Risk"
77548,"Poc-Chuc Restaurant","2886 16th St","San Francisco","CA","94103",NULL,NULL,NULL,NULL,"77548_20181205","2018-12-05",76,"Routine - Unscheduled","77548_20181205_103114","High risk vermin infestation","High Risk"
79248,"Ha Nam Ninh Restaurant","701 Larkin St","San Francisco","CA","94109",NULL,NULL,NULL,NULL,"79248_20190305","2019-03-05",70,"Routine - Unscheduled","79248_20190305_103114","High risk vermin infestation","High Risk"
87613,"Tommy's Joynt","1101 Geary Blvd","San Francisco","CA","94109",NULL,NULL,NULL,NULL,"87613_20180618","2018-06-18",NULL,"Complaint","87613_20180618_103114","High risk vermin infestation","High Risk"
88119,"Tancca LLC","5015 Geary Blvd","San Francisco","CA","94118",NULL,NULL,NULL,"14155512710","88119_20190927","2019-09-27",94,"Routine - Unscheduled","88119_20190927_103161","Low risk vermin infestation","Low Risk"
88303,"Kushi Tsuru","1737 Post St 380","San Francisco","CA","94115",NULL,NULL,NULL,"14155939902","88303_20180426","2018-04-26",73,"Routine - Unscheduled","88303_20180426_103114","High risk vermin infestation","High Risk"
89072,"Epicurean@SHCP","1055 Ellis St.","San Francisco","CA","94109",NULL,NULL,NULL,NULL,"89072_20190925","2019-09-25",83,"Routine - Unscheduled","89072_20190925_103114","High risk vermin infestation","High Risk"
90800,"Black Jet Baking Co.","833 Cortland Ave.","San Francisco","CA","94110",NULL,NULL,NULL,NULL,"90800_20180406","2018-04-06",96,"Routine - Unscheduled","90800_20180406_103161","Low risk vermin infestation","Low Risk"
91874,"Alma Cocina","2801 Folsom St.","San Francisco","CA","94110",NULL,NULL,NULL,NULL,"91874_20190227","2019-02-27",NULL,"Complaint","91874_20190227_103114","High risk vermin infestation","High Risk"
93536,"Nook","1500 Hyde St","San Francisco","CA","94109",NULL,NULL,NULL,"14155978012","93536_20171213","2017-12-13",94,"Routine - Unscheduled","93536_20171213_103161","Low risk vermin infestation","Low Risk"
94542,"Ocean Thai","2545 Ocean Ave","San Francisco","CA","94132",NULL,NULL,NULL,NULL,"94542_20180309","2018-03-09",92,"Routine - Unscheduled","94542_20180309_103161","Low risk vermin infestation","Low Risk"
95537,"Eat Sushi","1516 Folsom St","San Francisco","CA","94103",NULL,NULL,NULL,NULL,"95537_20180511","2018-05-11",90,"Routine - Unscheduled","95537_20180511_103131","Moderate risk vermin infestation","Moderate Risk"
36348,"El Tepa","2198 Folsom St","San Francisco","CA","94110",37.762217,-122.415035,"POINT (-122.415035 37.762217)",NULL,"36348_20191002","2019-10-02",77,"Routine - Unscheduled","36348_20191002_103131","Moderate risk vermin infestation","Moderate Risk"
63121,"Sodini's Restaurant","510 Green St","San Francisco","CA","94133",37.799697,-122.407614,"POINT (-122.407614 37.799697)","14155290499","63121_20190605","2019-06-05",86,"Routine - Unscheduled","63121_20190605_103161","Low risk vermin infestation","Low Risk"
2995,"CAFE ROCCO","1131 FOLSOM St","San Francisco","CA","94103",37.776127,-122.408602,"POINT (-122.408602 37.776127)",NULL,"2995_20190305","2019-03-05",85,"Routine - Unscheduled","2995_20190305_103131","Moderate risk vermin infestation","Moderate Risk"
38258,"Hong Kong Bakery","4711 MISSION St","San Francisco","CA","94112",37.722898,-122.436086,"POINT (-122.436086 37.722898)",NULL,"38258_20190108","2019-01-08",68,"Routine - Unscheduled","38258_20190108_103114","High risk vermin infestation","High Risk"
6636,"STARBUCKS","1390 MARKET St","San Francisco","CA","94102",37.777053,-122.416939,"POINT (-122.416939 37.777053)",NULL,"6636_20180417","2018-04-17",88,"Routine - Unscheduled","6636_20180417_103161","Low risk vermin infestation","Low Risk"
57698,"China Fun Express","211 Kearny St","San Francisco","CA","94108",37.790055,-122.403915,"POINT (-122.403915 37.790055)",NULL,"57698_20190829","2019-08-29",87,"Routine - Unscheduled","57698_20190829_103161","Low risk vermin infestation","Low Risk"
13218,"LESLIE A. HENNESSY, INC.","545 02nd St","San Francisco","CA","94107",37.782504,-122.392843,"POINT (-122.392843 37.782504)",NULL,"13218_20170829","2017-08-29",85,"Routine - Unscheduled","13218_20170829_103131","Moderate risk vermin infestation","Moderate Risk"
1243,"JAVA SUPREME","0703 GUERRERO St","San Francisco","CA","94110",37.759934,-122.423553,"POINT (-122.423553 37.759934)","14155201832","1243_20171012","2017-10-12",87,"Routine - Unscheduled","1243_20171012_103114","High risk vermin infestation","High Risk"
2893,"FOREIGN CINEMA","2534 MISSION St","San Francisco","CA","94110",37.756417,-122.418884,"POINT (-122.418884 37.756417)","14155417600","2893_20170919","2017-09-19",86,"Routine - Unscheduled","2893_20170919_103161","Low risk vermin infestation","Low Risk"
35591,"The Monk's Kettle","3141 16TH St","San Francisco","CA","94103",37.764814,-122.422979,"POINT (-122.422979 37.764814)","14155869523","35591_20180109","2018-01-09",87,"Routine - Unscheduled","35591_20180109_103161","Low risk vermin infestation","Low Risk"
3082,"ONE MARKET RESTAURANT","1 MARKET St","San Francisco","CA","94105",37.794347,-122.394932,"POINT (-122.394932 37.794347)",NULL,"3082_20180124","2018-01-24",90,"Routine - Unscheduled","3082_20180124_103161","Low risk vermin infestation","Low Risk"
32925,"Papalote","3409 24th St","San Francisco","CA","94110",37.752073,-122.420939,"POINT (-122.420939 37.752073)",NULL,"32925_20170810","2017-08-10",78,"Routine - Unscheduled","32925_20170810_103114","High risk vermin infestation","High Risk"
4777,"SOUTH BEACH CAFE","800 EMBARCADERO St","San Francisco","CA","94107",37.781556,-122.388484,"POINT (-122.388484 37.781556)",NULL,"4777_20190212","2019-02-12",92,"Routine - Unscheduled","4777_20190212_103161","Low risk vermin infestation","Low Risk"
1619,"BENDERS BAR & GRILL","800-806 SOUTH VAN NESS Ave","San Francisco","CA","94110",37.76031,-122.417123,"POINT (-122.417123 37.76031)","14155558050","1619_20180403","2018-04-03",90,"Routine - Unscheduled","1619_20180403_103161","Low risk vermin infestation","Low Risk"
816,"B & J QUARTER POUNDER BURGERS","6202 03rd St","San Francisco","CA","94124",37.722374,-122.395841,"POINT (-122.395841 37.722374)",NULL,"816_20181127","2018-11-27",88,"Routine - Unscheduled","816_20181127_103131","Moderate risk vermin infestation","Moderate Risk"
18767,"Wonderful Dessert & Cafe","2035 IRVING St","San Francisco","CA","94122",37.763399,-122.479654,"POINT (-122.479654 37.763399)",NULL,"18767_20170906","2017-09-06",86,"Routine - Unscheduled","18767_20170906_103131","Moderate risk vermin infestation","Moderate Risk"
23273,"Mike Market","2200 SILVER Ave","San Francisco","CA","94124",37.736484,-122.398418,"POINT (-122.398418 37.736484)",NULL,"23273_20171218","2017-12-18",96,"Routine - Unscheduled","23273_20171218_103131","Moderate risk vermin infestation","Moderate Risk"
34858,"The Mary Elizabeth Inn","1040 Bush St","San Francisco","CA","94109",37.789518,-122.414409,"POINT (-122.414409 37.789518)",NULL,"34858_20170424","2017-04-24",92,"Routine - Unscheduled","34858_20170424_103131","Moderate risk vermin infestation","Moderate Risk"
12970,"LA COCINA","2948 FOLSOM STREET","San Francisco","CA","94110",37.750134,-122.413935,"POINT (-122.413935 37.750134)",NULL,"12970_20190925","2019-09-25",96,"Routine - Unscheduled","12970_20190925_103131","Moderate risk vermin infestation","Moderate Risk"
4502,"LA LOMA PRODUCE #7","2695 San Bruno Ave","San Francisco","CA","94134",37.727739,-122.403579,"POINT (-122.403579 37.727739)",NULL,"4502_20161102","2016-11-02",82,"Routine - Unscheduled","4502_20161102_103161","Low risk vermin infestation","Low Risk"
1912,"Cafe Bakery","1345 Noriega St","San Francisco","CA","94122",37.754114,-122.47833,"POINT (-122.47833 37.754114)",NULL,"1912_20180314","2018-03-14",88,"Routine - Unscheduled","1912_20180314_103161","Low risk vermin infestation","Low Risk"
95,"VEGA PIZZERIA","419 CORTLAND Ave","San Francisco","CA","94110",37.739207,-122.417447,"POINT (-122.417447 37.739207)",NULL,"95_20190812","2019-08-12",85,"Routine - Unscheduled","95_20190812_103114","High risk vermin infestation","High Risk"
5215,"San Francisco Rescue Mission Cafe","226 Jones St","San Francisco","CA","94102",37.783274,-122.412392,"POINT (-122.412392 37.783274)",NULL,"5215_20170922","2017-09-22",98,"Routine - Unscheduled","5215_20170922_103161","Low risk vermin infestation","Low Risk"
2749,"TAQUERIA CANCUN","3211 MISSION St","San Francisco","CA","94110",37.745433,-122.419945,"POINT (-122.419945 37.745433)","14155551414","2749_20161128","2016-11-28",94,"Routine - Unscheduled","2749_20161128_103131","Moderate risk vermin infestation","Moderate Risk"
27680,"Blue Sky Restaurant","1504 Powell St","San Francisco","CA","94133",37.798547,-122.410437,"POINT (-122.410437 37.798547)",NULL,"27680_20170502","2017-05-02",84,"Routine - Unscheduled","27680_20170502_103131","Moderate risk vermin infestation","Moderate Risk"
4555,"UNITED LIQUORS & DELI","2401 CHESTNUT St","San Francisco","CA","94123",37.799934,-122.442977,"POINT (-122.442977 37.799934)",NULL,"4555_20171128","2017-11-28",94,"Routine - Unscheduled","4555_20171128_103161","Low risk vermin infestation","Low Risk"
63897,"Bob's Donuts and Pastries","1621 Polk St","San Francisco","CA","94109",37.791914,-122.420984,"POINT (-122.420984 37.791914)","14155773141","63897_20190710","2019-07-10",88,"Routine - Unscheduled","63897_20190710_103131","Moderate risk vermin infestation","Moderate Risk"
4716,"MICHAELIS WINE & SPIRITS","2198 UNION St","San Francisco","CA","94123",37.797138,-122.435334,"POINT (-122.435334 37.797138)","14155925700","4716_20170925","2017-09-25",88,"Routine - Unscheduled","4716_20170925_103161","Low risk vermin infestation","Low Risk"
37231,"Utopia Cafe","139 Waverly Pl","San Francisco","CA","94108",37.794723,-122.406944,"POINT (-122.406944 37.794723)",NULL,"37231_20171206","2017-12-06",85,"Routine - Unscheduled","37231_20171206_103131","Moderate risk vermin infestation","Moderate Risk"
2032,"QUEEN ANNE HOTEL","1590 SUTTER St","San Francisco","CA","94109",37.786988,-122.426464,"POINT (-122.426464 37.786988)","14155442828","2032_20190711","2019-07-11",92,"Routine - Unscheduled","2032_20190711_103131","Moderate risk vermin infestation","Moderate Risk"
10332,"Harvest Urban Market","191 08th St","San Francisco","CA","94103",37.776384,-122.411684,"POINT (-122.411684 37.776384)","14155620805","10332_20190716","2019-07-16",82,"Routine - Unscheduled","10332_20190716_103114","High risk vermin infestation","High Risk"
37115,"Pasilla","359 Kearny St","San Francisco","CA","94108",37.791534,-122.404214,"POINT (-122.404214 37.791534)",NULL,"37115_20190604","2019-06-04",87,"Routine - Unscheduled","37115_20190604_103161","Low risk vermin infestation","Low Risk"
60473,"Dong Baek Korean Restaurant","631 O'Farrell St","San Francisco","CA","94109",37.785503,-122.415157,"POINT (-122.415157 37.785503)",NULL,"60473_20170629","2017-06-29",94,"Routine - Unscheduled","60473_20170629_103161","Low risk vermin infestation","Low Risk"
3111,"The Family","545 Powell St","San Francisco","CA","94108",37.789895,-122.408774,"POINT (-122.408774 37.789895)",NULL,"3111_20170127","2017-01-27",87,"Routine - Unscheduled","3111_20170127_103161","Low risk vermin infestation","Low Risk"
1389,"GASPARE'S PIZZA HOUSE AND ITALIAN RESTAURANT","5546 GEARY Blvd","San Francisco","CA","94121",37.78047,-122.478832,"POINT (-122.478832 37.78047)",NULL,"1389_20171011","2017-10-11",87,"Routine - Unscheduled","1389_20171011_103161","Low risk vermin infestation","Low Risk"
1685,"New Lun Ting Cafe, Inc","670 Jackson St","San Francisco","CA","94133",37.796098,-122.406275,"POINT (-122.406275 37.796098)",NULL,"1685_20171127","2017-11-27",90,"Routine - Unscheduled","1685_20171127_103131","Moderate risk vermin infestation","Moderate Risk"
39810,"Cherry Blossom Bakery","844 Clement St","San Francisco","CA","94118",37.782778,-122.468341,"POINT (-122.468341 37.782778)",NULL,"39810_20190910","2019-09-10",88,"Routine - Unscheduled","39810_20190910_103161","Low risk vermin infestation","Low Risk"
247,"Toy Boat Dessert Cafe","401 Clement St","San Francisco","CA","94118",37.782953,-122.46351,"POINT (-122.46351 37.782953)",NULL,"247_20190814","2019-08-14",88,"Routine - Unscheduled","247_20190814_103131","Moderate risk vermin infestation","Moderate Risk"
1926,"LINCOLN PARK BAR AND GRILL","300 34th Ave","San Francisco","CA","94121",37.782971,-122.496324,"POINT (-122.496324 37.782971)","14155222254","1926_20190503","2019-05-03",87,"Routine - Unscheduled","1926_20190503_103161","Low risk vermin infestation","Low Risk"
1031,"IL BORGO","500 FELL St","San Francisco","CA","94102",37.775538,-122.426264,"POINT (-122.426264 37.775538)",NULL,"1031_20180328","2018-03-28",85,"Routine - Unscheduled","1031_20180328_103131","Moderate risk vermin infestation","Moderate Risk"
14303,"Mango Medley","3911 Judah St.","San Francisco","CA","94122",37.760454,-122.503939,"POINT (-122.503939 37.760454)","14155683228","14303_20180621","2018-06-21",84,"Routine - Unscheduled","14303_20180621_103131","Moderate risk vermin infestation","Moderate Risk"
5942,"EPIPHANY ELEMENTARY","600 Italy Ave","San Francisco","CA","94112",37.715985,-122.434402,"POINT (-122.434402 37.715985)","14155334030","5942_20170919","2017-09-19",NULL,"Routine - Unscheduled","5942_20170919_103131","Moderate risk vermin infestation","Moderate Risk"
2996,"PALOMINO EURO-BISTRO","345 SPEAR St","San Francisco","CA","94105",37.789394,-122.390073,"POINT (-122.390073 37.789394)",NULL,"2996_20190711","2019-07-11",72,"Routine - Unscheduled","2996_20190711_103114","High risk vermin infestation","High Risk"
36534,"Jewish Community Center of San Francisco","3200 California","San Francisco","CA","94118",37.787218,-122.447403,"POINT (-122.447403 37.787218)",NULL,"36534_20190123","2019-01-23",96,"Routine - Unscheduled","36534_20190123_103161","Low risk vermin infestation","Low Risk"
1042,"LOVE 'N HAIGHT COFFEE & DELI","553 HAIGHT St","San Francisco","CA","94117",37.771964,-122.431336,"POINT (-122.431336 37.771964)","14155258190","1042_20171211","2017-12-11",92,"Routine - Unscheduled","1042_20171211_103131","Moderate risk vermin infestation","Moderate Risk"
9156,"MEXICO AU PARC","24 SOUTH PARK STREET","San Francisco","CA","94107",37.782218,-122.393423,"POINT (-122.393423 37.782218)",NULL,"9156_20180307","2018-03-07",88,"Routine - Unscheduled","9156_20180307_103131","Moderate risk vermin infestation","Moderate Risk"
3167,"MING'S DINER","2129 Taraval St","San Francisco","CA","94116",37.742433,-122.489069,"POINT (-122.489069 37.742433)",NULL,"3167_20161107","2016-11-07",78,"Routine - Unscheduled","3167_20161107_103131","Moderate risk vermin infestation","Moderate Risk"
59397,"Basa Seafood Express","3064 24th St","San Francisco","CA","94110",37.752578,-122.413372,"POINT (-122.413372 37.752578)",NULL,"59397_20170322","2017-03-22",85,"Routine - Unscheduled","59397_20170322_103131","Moderate risk vermin infestation","Moderate Risk"
1527,"CITY'S CHOICE","301 05th St","San Francisco","CA","94107",37.780263,-122.403323,"POINT (-122.403323 37.780263)","14155891888","1527_20190701","2019-07-01",92,"Routine - Unscheduled","1527_20190701_103161","Low risk vermin infestation","Low Risk"
3115,"Yee's Restaurant","1131 Grant Ave","San Francisco","CA","94133",37.797292,-122.406914,"POINT (-122.406914 37.797292)",NULL,"3115_20171206","2017-12-06",72,"Routine - Unscheduled","3115_20171206_103131","Moderate risk vermin infestation","Moderate Risk"
3031,"Victor's Pizza","1411 Polk St","San Francisco","CA","94109",37.789944,-122.420595,"POINT (-122.420595 37.789944)",NULL,"3031_20190911","2019-09-11",94,"Routine - Unscheduled","3031_20190911_103161","Low risk vermin infestation","Low Risk"
5940,"Sts. Peter & Paul School","666 Filbert St","San Francisco","CA","94133",37.801278,-122.410384,"POINT (-122.410384 37.801278)",NULL,"5940_20181003","2018-10-03",73,"Routine - Unscheduled","5940_20181003_103114","High risk vermin infestation","High Risk"
6432,"CLAY THEATRE","2261 FILLMORE St","San Francisco","CA","94115",37.790494,-122.434174,"POINT (-122.434174 37.790494)",NULL,"6432_20190524","2019-05-24",96,"Routine - Unscheduled","6432_20190524_103161","Low risk vermin infestation","Low Risk"
33700,"Casa Guadalupe #3","2999 MISSION","San Francisco","CA","94110",37.749194,-122.418116,"POINT (-122.418116 37.749194)","14155875145","33700_20190702","2019-07-02",90,"Routine - Unscheduled","33700_20190702_103131","Moderate risk vermin infestation","Moderate Risk"
63121,"Sodini's Restaurant","510 Green St","San Francisco","CA","94133",37.799697,-122.407614,"POINT (-122.407614 37.799697)","14155290499","63121_20180611","2018-06-11",81,"Routine - Unscheduled","63121_20180611_103161","Low risk vermin infestation","Low Risk"
1989,"PRESIDIO GOLF CLUB","8 Presidio Terr","San Francisco","CA","94118",37.788807,-122.460845,"POINT (-122.460845 37.788807)","14155751322","1989_20180829","2018-08-29",87,"Routine - Unscheduled","1989_20180829_103131","Moderate risk vermin infestation","Moderate Risk"
25301,"B Restaurant","720 HOWARD St","San Francisco","CA","94103",37.784404,-122.401339,"POINT (-122.401339 37.784404)",NULL,"25301_20161221","2016-12-21",81,"Routine - Unscheduled","25301_20161221_103114","High risk vermin infestation","High Risk"
423,"Orale Orale Inc","113 Sacramento St","San Francisco","CA","94111",37.794501,-122.39716,"POINT (-122.39716 37.794501)",NULL,"423_20190507","2019-05-07",90,"Routine - Unscheduled","423_20190507_103161","Low risk vermin infestation","Low Risk"
8821,"Williams-Sonoma","340 Post St","San Francisco","CA","94108",37.788438,-122.407414,"POINT (-122.407414 37.788438)",NULL,"8821_20190111","2019-01-11",92,"Routine - Unscheduled","8821_20190111_103131","Moderate risk vermin infestation","Moderate Risk"
16329,"Oscar Burger & Deli","1850 Cesar Chavez St","San Francisco","CA","94124",37.749798,-122.395962,"POINT (-122.395962 37.749798)","14155209845","16329_20190110","2019-01-10",64,"Routine - Unscheduled","16329_20190110_103114","High risk vermin infestation","High Risk"
24437,"Caffe Baonecci","516 Green St","San Francisco","CA","94133",37.799732,-122.407589,"POINT (-122.407589 37.799732)",NULL,"24437_20190605","2019-06-05",96,"Routine - Unscheduled","24437_20190605_103161","Low risk vermin infestation","Low Risk"
85986,"Pronto Pizza","798 Eddy St","San Francisco","CA","94109",NULL,NULL,NULL,NULL,"85986_20161011","2016-10-11",NULL,"New Ownership","85986_20161011_103114","High risk vermin infestation","High Risk"
61736,"Rosamunde Sausage Grill","2832 MISSION St","San Francisco","CA","94110",37.751587,-122.418444,"POINT (-122.418444 37.751587)","14155307170","61736_20190807","2019-08-07",87,"Routine - Unscheduled","61736_20190807_103161","Low risk vermin infestation","Low Risk"
2863,"HAYSTACK PIZZA RESTAURANT","3881 24th St","San Francisco","CA","94114",37.751573,-122.429189,"POINT (-122.429189 37.751573)",NULL,"2863_20170830","2017-08-30",88,"Routine - Unscheduled","2863_20170830_103161","Low risk vermin infestation","Low Risk"
3072,"HOTEL UTAH SALOON, THE","500 04th St","San Francisco","CA","94107",37.779522,-122.398104,"POINT (-122.398104 37.779522)",NULL,"3072_20190701","2019-07-01",84,"Routine - Unscheduled","3072_20190701_103161","Low risk vermin infestation","Low Risk"
39776,"Duc Loi Supermarket","2200 MISSION St","San Francisco","CA","94110",37.761637,-122.419385,"POINT (-122.419385 37.761637)",NULL,"39776_20180320","2018-03-20",63,"Routine - Unscheduled","39776_20180320_103114","High risk vermin infestation","High Risk"
320,"NAPOLI PIZZA RESTAURANT","1045 POLK St","San Francisco","CA","94109",37.786545,-122.419894,"POINT (-122.419894 37.786545)","14155882222","320_20190314","2019-03-14",88,"Routine - Unscheduled","320_20190314_103161","Low risk vermin infestation","Low Risk"
1777,"Pete's Deli & Cafe","1661 Divisadero St","San Francisco","CA","94115",37.785124,-122.439874,"POINT (-122.439874 37.785124)",NULL,"1777_20190319","2019-03-19",81,"Routine - Unscheduled","1777_20190319_103161","Low risk vermin infestation","Low Risk"
40144,"Humphry Slocombe Ice Cream","2790 A Harrison St","San Francisco","CA","94110",37.749851,-122.415121,"POINT (-122.415121 37.749851)",NULL,"40144_20170419","2017-04-19",91,"Routine - Unscheduled","40144_20170419_103114","High risk vermin infestation","High Risk"
38072,"6001 California Market","6001 California St","San Francisco","CA","94121",37.783984,-122.481969,"POINT (-122.481969 37.783984)",NULL,"38072_20170803","2017-08-03",73,"Routine - Unscheduled","38072_20170803_103131","Moderate risk vermin infestation","Moderate Risk"
38564,"Chili Lemon Garlic","518 Bryant St","San Francisco","CA","94107",37.780914,-122.396389,"POINT (-122.396389 37.780914)",NULL,"38564_20190822","2019-08-22",87,"Routine - Unscheduled","38564_20190822_103161","Low risk vermin infestation","Low Risk"
1122,"STARBUCKS COFFEE #531","2132 CHESTNUT St","San Francisco","CA","94123",37.800547,-122.438494,"POINT (-122.438494 37.800547)",NULL,"1122_20161014","2016-10-14",86,"Routine - Unscheduled","1122_20161014_103131","Moderate risk vermin infestation","Moderate Risk"
1724,"CAFE MUMS","1800 SUTTER St","San Francisco","CA","94115",37.786498,-122.430283,"POINT (-122.430283 37.786498)","14155936986","1724_20180507","2018-05-07",77,"Routine - Unscheduled","1724_20180507_103131","Moderate risk vermin infestation","Moderate Risk"
19003,"Panchitas Restaurant","3091 16th St","San Francisco","CA","94103",37.764903,-122.421609,"POINT (-122.421609 37.764903)",NULL,"19003_20170801","2017-08-01",62,"Routine - Unscheduled","19003_20170801_103114","High risk vermin infestation","High Risk"
3547,"Golden Star Vietnamese Restaurant","11 Walter U Lum Pl","San Francisco","CA","94108",37.794555,-122.405724,"POINT (-122.405724 37.794555)",NULL,"3547_20190723","2019-07-23",90,"Routine - Unscheduled","3547_20190723_103131","Moderate risk vermin infestation","Moderate Risk"
7512,"Superette Market","128 EDDY ST","San Francisco","CA","94102",37.784337,-122.409814,"POINT (-122.409814 37.784337)",NULL,"7512_20180605","2018-06-05",88,"Routine - Unscheduled","7512_20180605_103161","Low risk vermin infestation","Low Risk"
155,"CAFE COLE","609 Cole St","San Francisco","CA","94117",37.769303,-122.450724,"POINT (-122.450724 37.769303)","14155667771","155_20170227","2017-02-27",79,"Routine - Unscheduled","155_20170227_103114","High risk vermin infestation","High Risk"
7772,"LA REYNA BAKERY","3114 24th St","San Francisco","CA","94110",37.752549,-122.414425,"POINT (-122.414425 37.752549)",NULL,"7772_20170511","2017-05-11",88,"Routine - Unscheduled","7772_20170511_103131","Moderate risk vermin infestation","Moderate Risk"
18047,"Las Palmeras","2721 Mission St","San Francisco","CA","94110",37.753463,-122.418536,"POINT (-122.418536 37.753463)",NULL,"18047_20180806","2018-08-06",75,"Routine - Unscheduled","18047_20180806_103131","Moderate risk vermin infestation","Moderate Risk"
33468,"Stacks Restaurant","501 Hayes St","San Francisco","CA","94102",37.776623,-122.424787,"POINT (-122.424787 37.776623)",NULL,"33468_20161004","2016-10-04",84,"Routine - Unscheduled","33468_20161004_103131","Moderate risk vermin infestation","Moderate Risk"
33096,"Papalote Mexican Grill","1777 Fulton St","San Francisco","CA","94117",37.775813,-122.446047,"POINT (-122.446047 37.775813)",NULL,"33096_20180925","2018-09-25",90,"Routine - Unscheduled","33096_20180925_103131","Moderate risk vermin infestation","Moderate Risk"
64092,"Moyo's Yogurt","1737 Post St #367","San Francisco","CA","94115",37.785457,-122.430317,"POINT (-122.430317 37.785457)",NULL,"64092_20190822","2019-08-22",88,"Routine - Unscheduled","64092_20190822_103131","Moderate risk vermin infestation","Moderate Risk"
90813,"Kaisen Sushi","71 5th St","San Francisco","CA","94103",NULL,NULL,NULL,NULL,"90813_20190603","2019-06-03",78,"Routine - Unscheduled","90813_20190603_103114","High risk vermin infestation","High Risk"
1702,"EL TOREADOR FONDA MEXICANA RESTAURANT","050 WEST PORTAL Ave","San Francisco","CA","94127",37.74033,-122.466412,"POINT (-122.466412 37.74033)",NULL,"1702_20171130","2017-11-30",73,"Routine - Unscheduled","1702_20171130_103161","Low risk vermin infestation","Low Risk"
3302,"RUSSIAN CENTER SOCIAL HALL","2450 SUTTER St","San Francisco","CA","94115",37.785138,-122.440904,"POINT (-122.440904 37.785138)","14155927631","3302_20180530","2018-05-30",90,"Routine - Unscheduled","3302_20180530_103131","Moderate risk vermin infestation","Moderate Risk"
19061,"Moscone Convention Center - Stand #3","747 HOWARD St","San Francisco","CA","94103",37.784128,-122.401533,"POINT (-122.401533 37.784128)",NULL,"19061_20170301","2017-03-01",96,"Routine - Unscheduled","19061_20170301_103131","Moderate risk vermin infestation","Moderate Risk"
60210,"Cafe Seventy 8","78 29th St","San Francisco","CA","94110",37.744012,-122.422264,"POINT (-122.422264 37.744012)",NULL,"60210_20161129","2016-11-29",92,"Routine - Unscheduled","60210_20161129_103161","Low risk vermin infestation","Low Risk"
3491,"Borodudur Restaurant","700 Post St","San Francisco","CA","94109",37.787677,-122.413624,"POINT (-122.413624 37.787677)",NULL,"3491_20180503","2018-05-03",96,"Routine - Unscheduled","3491_20180503_103131","Moderate risk vermin infestation","Moderate Risk"
2407,"BUTTER","354 11th St","San Francisco","CA","94103",37.771168,-122.413179,"POINT (-122.413179 37.771168)","14150389311","2407_20171214","2017-12-14",NULL,"Non-inspection site visit","2407_20171214_103131","Moderate risk vermin infestation","Moderate Risk"
63256,"Viva Goa Indian Cuisine","2420 LOMBARD St","San Francisco","CA","94123",37.799188,-122.441423,"POINT (-122.441423 37.799188)","14155699014","63256_20170407","2017-04-07",60,"Routine - Unscheduled","63256_20170407_103114","High risk vermin infestation","High Risk"
3300,"Broadmoor, The","1499 SUTTER St","San Francisco","CA","94109",37.787153,-122.424697,"POINT (-122.424697 37.787153)",NULL,"3300_20190225","2019-02-25",86,"Routine - Unscheduled","3300_20190225_103131","Moderate risk vermin infestation","Moderate Risk"
