"business_id","business_name","business_address","business_city","business_state","business_postal_code","business_latitude","business_longitude","business_location","business_phone_number","inspection_id","inspection_date","inspection_score","inspection_type","violation_id","violation_description","risk_category"
19082,"Moscone Ctr. Northside Cafe/Cafe D","747 Howard St Basement","San Francisco","CA","94103",37.784128,-122.401533,"POINT (-122.401533 37.784128)",NULL,"19082_20170301","2017-03-01",88,"Routine - Unscheduled","19082_20170301_103131","Moderate risk vermin infestation","Moderate Risk"
3739,"BRYAN'S","3445 CALIFORNIA St","San Francisco","CA","94118",37.786703,-122.450877,"POINT (-122.450877 37.786703)",NULL,"3739_20180606","2018-06-06",79,"Routine - Unscheduled","3739_20180606_103131","Moderate risk vermin infestation","Moderate Risk"
4531,"AK SUBS","397 08th St","San Francisco","CA","94103",37.773884,-122.408631,"POINT (-122.408631 37.773884)","14155249600","4531_20170724","2017-07-24",NULL,"Complaint","4531_20170724_103131","Moderate risk vermin infestation","Moderate Risk"
1617,"CLEMENT BBQ RESTAURANT","617 CLEMENT St","San Francisco","CA","94118",37.782843,-122.4659,"POINT (-122.4659 37.782843)","14155663328","1617_20170118","2017-01-18",69,"Routine - Unscheduled","1617_20170118_103131","Moderate risk vermin infestation","Moderate Risk"
2523,"VENICE PIZZA AND RESTAURANT","5228 MISSION St","San Francisco","CA","94112",37.715315,-122.442007,"POINT (-122.442007 37.715315)",NULL,"2523_20190826","2019-08-26",88,"Routine - Unscheduled","2523_20190826_103131","Moderate risk vermin infestation","Moderate Risk"
7653,"HAYES MARKET","698 HAYES St","San Francisco","CA","94102",37.776298,-122.427744,"POINT (-122.427744 37.776298)",NULL,"7653_20190808","2019-08-08",94,"Routine - Unscheduled","7653_20190808_103161","Low risk vermin infestation","Low Risk"
4475,"Spot Light Market","298 Guerrero St","San Francisco","CA","94103",37.766424,-122.424311,"POINT (-122.424311 37.766424)","14155862778","4475_20180308","2018-03-08",96,"Routine - Unscheduled","4475_20180308_103161","Low risk vermin infestation","Low Risk"
59397,"Basa Seafood Express","3064 24th St","San Francisco","CA","94110",37.752578,-122.413372,"POINT (-122.413372 37.752578)",NULL,"59397_20180510","2018-05-10",92,"Routine - Unscheduled","59397_20180510_103131","Moderate risk vermin infestation","Moderate Risk"
32729,"El Dorado Market","124 Jones St","San Francisco","CA","94102",37.782488,-122.412267,"POINT (-122.412267 37.782488)",NULL,"32729_20180102","2018-01-02",89,"Routine - Unscheduled","32729_20180102_103161","Low risk vermin infestation","Low Risk"
9283,"La Fonda","712 Irving St","San Francisco","CA","94122",37.764108,-122.465531,"POINT (-122.465531 37.764108)",NULL,"9283_20190122","2019-01-22",80,"Routine - Unscheduled","9283_20190122_103131","Moderate risk vermin infestation","Moderate Risk"
36473,"Maggie Cafe","848 Grant Ave","San Francisco","CA","94108",37.794898,-122.406356,"POINT (-122.406356 37.794898)",NULL,"36473_20161212","2016-12-12",94,"Routine - Unscheduled","36473_20161212_103161","Low risk vermin infestation","Low Risk"
5886,"Redding Elementary School","1421 Pine St","San Francisco","CA","94109",37.789753,-122.419277,"POINT (-122.419277 37.789753)",NULL,"5886_20170224","2017-02-24",96,"Routine - Unscheduled","5886_20170224_103131","Moderate risk vermin infestation","Moderate Risk"
63893,"Marina Sushi Bar","2020 LOMBARD St","San Francisco","CA","94123",37.800028,-122.434864,"POINT (-122.434864 37.800028)","14155332767","63893_20190709","2019-07-09",86,"Routine - Unscheduled","63893_20190709_103161","Low risk vermin infestation","Low Risk"
5854,"Gateway High/Kip Schools","1430 Scott St","San Francisco","CA","94115",37.783427,-122.437747,"POINT (-122.437747 37.783427)","14155743600","5854_20161014","2016-10-14",92,"Routine - Unscheduled","5854_20161014_103131","Moderate risk vermin infestation","Moderate Risk"
7480,"Union Street Produce","801 Union St","San Francisco","CA","94133",37.799973,-122.412667,"POINT (-122.412667 37.799973)",NULL,"7480_20180405","2018-04-05",90,"Routine - Unscheduled","7480_20180405_103131","Moderate risk vermin infestation","Moderate Risk"
5811,"MANN MIDDLE SCHOOL","3351 23rd St","San Francisco","CA","94110",37.753704,-122.420198,"POINT (-122.420198 37.753704)","14155695881","5811_20170911","2017-09-11",96,"Routine - Unscheduled","5811_20170911_103161","Low risk vermin infestation","Low Risk"
3623,"CHAVA'S","2839 MISSION St","San Francisco","CA","94110",37.751554,-122.418376,"POINT (-122.418376 37.751554)","14155280283","3623_20170914","2017-09-14",81,"Routine - Unscheduled","3623_20170914_103114","High risk vermin infestation","High Risk"
1065,"UNIVERSAL CAFE","2814 19th St","San Francisco","CA","94110",37.760487,-122.410662,"POINT (-122.410662 37.760487)",NULL,"1065_20180711","2018-07-11",86,"Routine - Unscheduled","1065_20180711_103131","Moderate risk vermin infestation","Moderate Risk"
36512,"Epic Roasthouse","369 Embarcadero","San Francisco","CA","94105",37.788613,-122.393894,"POINT (-122.393894 37.788613)",NULL,"36512_20190701","2019-07-01",91,"Routine - Unscheduled","36512_20190701_103161","Low risk vermin infestation","Low Risk"
5016,"The Crab Station of Fisherman's Wharf","Foot of Taylor St #2","San Francisco","CA","94133",37.795202,-122.413169,"POINT (-122.413169 37.795202)",NULL,"5016_20171208","2017-12-08",88,"Routine - Unscheduled","5016_20171208_103131","Moderate risk vermin infestation","Moderate Risk"
37575,"Club Mari's","1581 Webster St #240","San Francisco","CA","94115",37.785227,-122.431472,"POINT (-122.431472 37.785227)",NULL,"37575_20190319","2019-03-19",85,"Routine - Unscheduled","37575_20190319_103114","High risk vermin infestation","High Risk"
1768,"Subway Sandwiches","1199 Sutter St","San Francisco","CA","94109",37.787783,-122.419737,"POINT (-122.419737 37.787783)",NULL,"1768_20180117","2018-01-17",94,"Routine - Unscheduled","1768_20180117_103161","Low risk vermin infestation","Low Risk"
58718,"Fishbowl","1854 DIVISADERO St","San Francisco","CA","94115",37.786887,-122.440156,"POINT (-122.440156 37.786887)",NULL,"58718_20180710","2018-07-10",NULL,"Non-inspection site visit","58718_20180710_103131","Moderate risk vermin infestation","Moderate Risk"
9684,"Episcopal Community Services","1001 Polk St.","San Francisco","CA","94109",37.785908,-122.41981,"POINT (-122.41981 37.785908)",NULL,"9684_20180418","2018-04-18",85,"Routine - Unscheduled","9684_20180418_103114","High risk vermin infestation","High Risk"
7856,"Mee Mee Bakery","1328 Stockton St","San Francisco","CA","94133",37.797935,-122.408581,"POINT (-122.408581 37.797935)",NULL,"7856_20161207","2016-12-07",84,"Routine - Unscheduled","7856_20161207_103131","Moderate risk vermin infestation","Moderate Risk"
3459,"BASIL THAI RESTAURANT & BAR","1175 FOLSOM St","San Francisco","CA","94103",37.775508,-122.409361,"POINT (-122.409361 37.775508)",NULL,"3459_20190812","2019-08-12",92,"Routine - Unscheduled","3459_20190812_103161","Low risk vermin infestation","Low Risk"
1103,"STARBUCKS COFFEE","4094 18th St","San Francisco","CA","94114",37.760938,-122.434692,"POINT (-122.434692 37.760938)",NULL,"1103_20170928","2017-09-28",NULL,"Complaint","1103_20170928_103161","Low risk vermin infestation","Low Risk"
18462,"Jack's Market","471 03rd St","San Francisco","CA","94107",37.781607,-122.396125,"POINT (-122.396125 37.781607)","14150297778","18462_20190801","2019-08-01",90,"Routine - Unscheduled","18462_20190801_103161","Low risk vermin infestation","Low Risk"
786,"Piperade","1015 Battery St","San Francisco","CA","94111",37.800674,-122.401484,"POINT (-122.401484 37.800674)",NULL,"786_20190215","2019-02-15",96,"Routine - Unscheduled","786_20190215_103161","Low risk vermin infestation","Low Risk"
538,"Marnee Thai Restaurant","2225 Irving St","San Francisco","CA","94122",37.763343,-122.481809,"POINT (-122.481809 37.763343)",NULL,"538_20190805","2019-08-05",94,"Routine - Unscheduled","538_20190805_103131","Moderate risk vermin infestation","Moderate Risk"
485,"Silverhat Bar, Inc","678 Green St","San Francisco","CA","94133",37.799388,-122.410223,"POINT (-122.410223 37.799388)",NULL,"485_20180509","2018-05-09",96,"Routine - Unscheduled","485_20180509_103161","Low risk vermin infestation","Low Risk"
63084,"New Lien Hing","400 Clement St","San Francisco","CA","94118",37.783008,-122.463562,"POINT (-122.463562 37.783008)",NULL,"63084_20180607","2018-06-07",63,"Routine - Unscheduled","63084_20180607_103131","Moderate risk vermin infestation","Moderate Risk"
10282,"Jewish Community Center","3200 California","San Francisco","CA","94118",37.787311,-122.446839,"POINT (-122.446839 37.787311)",NULL,"10282_20180612","2018-06-12",92,"Routine - Unscheduled","10282_20180612_103131","Moderate risk vermin infestation","Moderate Risk"
64092,"Moyo's Yogurt","1737 Post St #367","San Francisco","CA","94115",37.785457,-122.430317,"POINT (-122.430317 37.785457)",NULL,"64092_20181211","2018-12-11",96,"Routine - Unscheduled","64092_20181211_103161","Low risk vermin infestation","Low Risk"
639,"Swan Oyster Depot","1517 Polk St","San Francisco","CA","94109",37.790734,-122.420783,"POINT (-122.420783 37.790734)",NULL,"639_20171023","2017-10-23",94,"Routine - Unscheduled","639_20171023_103161","Low risk vermin infestation","Low Risk"
2077,"Peet's Coffee & Tea","2139C Polk St","San Francisco","CA","94109",37.796316,-122.421909,"POINT (-122.421909 37.796316)",NULL,"2077_20161018","2016-10-18",83,"Routine - Unscheduled","2077_20161018_103114","High risk vermin infestation","High Risk"
3115,"Yee's Restaurant","1131 Grant Ave","San Francisco","CA","94133",37.797292,-122.406914,"POINT (-122.406914 37.797292)",NULL,"3115_20161109","2016-11-09",NULL,"Complaint","3115_20161109_103114","High risk vermin infestation","High Risk"
36673,"Mid City Market","868 Geary St","San Francisco","CA","94109",37.786197,-122.417614,"POINT (-122.417614 37.786197)",NULL,"36673_20181024","2018-10-24",92,"Routine - Unscheduled","36673_20181024_103161","Low risk vermin infestation","Low Risk"
2420,"TAQUERIA SAN FRANCISCO","3230 24th St","San Francisco","CA","94110",37.752908,-122.408013,"POINT (-122.408013 37.752908)",NULL,"2420_20180109","2018-01-09",92,"Routine - Unscheduled","2420_20180109_103131","Moderate risk vermin infestation","Moderate Risk"
4231,"The Page","298 DIVISADERO St","San Francisco","CA","94117",37.772194,-122.437154,"POINT (-122.437154 37.772194)",NULL,"4231_20180618","2018-06-18",92,"Routine - Unscheduled","4231_20180618_103161","Low risk vermin infestation","Low Risk"
62785,"Harrison Shell","1201 Harrison St","San Francisco","CA","94103",37.773568,-122.408712,"POINT (-122.408712 37.773568)",NULL,"62785_20170106","2017-01-06",90,"Routine - Unscheduled","62785_20170106_103131","Moderate risk vermin infestation","Moderate Risk"
86561,"The Crepe House","1132 Valencia St","San Francisco","CA","94110",NULL,NULL,NULL,"14155282423","86561_20190923","2019-09-23",83,"Routine - Unscheduled","86561_20190923_103131","Moderate risk vermin infestation","Moderate Risk"
36348,"El Tepa","2198 Folsom St","San Francisco","CA","94110",37.762217,-122.415035,"POINT (-122.415035 37.762217)",NULL,"36348_20181212","2018-12-12",92,"Routine - Unscheduled","36348_20181212_103131","Moderate risk vermin infestation","Moderate Risk"
328,"Miyako","1470 Fillmore St","San Francisco","CA","94115",37.783017,-122.432584,"POINT (-122.432584 37.783017)","14155538905","328_20180626","2018-06-26",82,"Routine - Unscheduled","328_20180626_103131","Moderate risk vermin infestation","Moderate Risk"
7663,"GGP MARKET","2948 24th St","San Francisco","CA","94110",37.752748,-122.410822,"POINT (-122.410822 37.752748)",NULL,"7663_20190102","2019-01-02",90,"Routine - Unscheduled","7663_20190102_103131","Moderate risk vermin infestation","Moderate Risk"
1389,"GASPARE'S PIZZA HOUSE AND ITALIAN RESTAURANT","5546 GEARY Blvd","San Francisco","CA","94121",37.78047,-122.478832,"POINT (-122.478832 37.78047)",NULL,"1389_20161026","2016-10-26",78,"Routine - Unscheduled","1389_20161026_103131","Moderate risk vermin infestation","Moderate Risk"
4492,"Mollie Stone's Grand Central Market (Mezzanine Level)","2435 CALIFORNIA St","San Francisco","CA","94115",37.788773,-122.434697,"POINT (-122.434697 37.788773)","14155564902","4492_20180627","2018-06-27",81,"Routine - Unscheduled","4492_20180627_103131","Moderate risk vermin infestation","Moderate Risk"
3120,"Cioppino's","400 Jefferson St","San Francisco","CA","94109",37.807854,-122.419124,"POINT (-122.419124 37.807854)",NULL,"3120_20190917","2019-09-17",85,"Routine - Unscheduled","3120_20190917_103131","Moderate risk vermin infestation","Moderate Risk"
4335,"ASIA SF LLC","201 09th St","San Francisco","CA","94103",37.775025,-122.413093,"POINT (-122.413093 37.775025)","14155256789","4335_20190417","2019-04-17",83,"Routine - Unscheduled","4335_20190417_103131","Moderate risk vermin infestation","Moderate Risk"
36571,"Pagan Restaurant","3199 CLEMENT St","San Francisco","CA","94121",37.781558,-122.493393,"POINT (-122.493393 37.781558)",NULL,"36571_20190308","2019-03-08",85,"Routine - Unscheduled","36571_20190308_103161","Low risk vermin infestation","Low Risk"
59153,"Union Square Sports Bar","115 Mason St","San Francisco","CA","94102",37.78453,-122.409392,"POINT (-122.409392 37.78453)",NULL,"59153_20161020","2016-10-20",77,"Routine - Unscheduled","59153_20161020_103114","High risk vermin infestation","High Risk"
1081,"ARINELL PIZZA","509 VALENCIA St","San Francisco","CA","94110",37.764744,-122.421803,"POINT (-122.421803 37.764744)","14155251303","1081_20190417","2019-04-17",89,"Routine - Unscheduled","1081_20190417_103114","High risk vermin infestation","High Risk"
2826,"Pena Pachamama","1630 Powell St","San Francisco","CA","94133",37.799718,-122.410677,"POINT (-122.410677 37.799718)",NULL,"2826_20180426","2018-04-26",90,"Routine - Unscheduled","2826_20180426_103131","Moderate risk vermin infestation","Moderate Risk"
19373,"Las Isletas","4508 03rd St","San Francisco","CA","94124",37.737021,-122.390043,"POINT (-122.390043 37.737021)","14155577698","19373_20170426","2017-04-26",72,"Routine - Unscheduled","19373_20170426_103131","Moderate risk vermin infestation","Moderate Risk"
5856,"Sanchez School","325 Sanchez St","San Francisco","CA","94114",37.76395,-122.430767,"POINT (-122.430767 37.76395)","14155246380","5856_20190923","2019-09-23",98,"Routine - Unscheduled","5856_20190923_103161","Low risk vermin infestation","Low Risk"
37670,"Bergerac","316 11th St","San Francisco","CA","94103",NULL,NULL,NULL,NULL,"37670_20171116","2017-11-16",96,"Routine - Unscheduled","37670_20171116_103131","Moderate risk vermin infestation","Moderate Risk"
38423,"Dynamo","2760 24th St","San Francisco","CA","94110",37.752928,-122.407612,"POINT (-122.407612 37.752928)",NULL,"38423_20190103","2019-01-03",96,"Routine - Unscheduled","38423_20190103_103131","Moderate risk vermin infestation","Moderate Risk"
10433,"Cafe La Taza","470 Post St","San Francisco","CA","94102",37.788128,-122.409705,"POINT (-122.409705 37.788128)",NULL,"10433_20190124","2019-01-24",70,"Routine - Unscheduled","10433_20190124_103131","Moderate risk vermin infestation","Moderate Risk"
2764,"AL-HAMRA","3083 16th St","San Francisco","CA","94103",37.764913,-122.421349,"POINT (-122.421349 37.764913)",NULL,"2764_20181011","2018-10-11",89,"Routine - Unscheduled","2764_20181011_103161","Low risk vermin infestation","Low Risk"
625,"CALIFORNIA TENNIS CLUB","1770 Scott St","San Francisco","CA","94115",37.786463,-122.437657,"POINT (-122.437657 37.786463)",NULL,"625_20190315","2019-03-15",86,"Routine - Unscheduled","625_20190315_103161","Low risk vermin infestation","Low Risk"
3642,"ABSINTHE PASTRY","201 IVY St","San Francisco","CA","94102",37.777492,-122.421458,"POINT (-122.421458 37.777492)",NULL,"3642_20171204","2017-12-04",92,"Routine - Unscheduled","3642_20171204_103131","Moderate risk vermin infestation","Moderate Risk"
2335,"Velvet Cantina","3349 23rd St","San Francisco","CA","94110",37.753743,-122.419479,"POINT (-122.419479 37.753743)",NULL,"2335_20180612","2018-06-12",90,"Routine - Unscheduled","2335_20180612_103161","Low risk vermin infestation","Low Risk"
64717,"18 Reasons","3674 18th St","San Francisco","CA","94110",37.761498,-122.425402,"POINT (-122.425402 37.761498)",NULL,"64717_20190813","2019-08-13",98,"Routine - Unscheduled","64717_20190813_103161","Low risk vermin infestation","Low Risk"
62308,"Sam's Diner","1220 Market Street","San Francisco","CA","94102",37.778497,-122.415146,"POINT (-122.415146 37.778497)","14155628590","62308_20171026","2017-10-26",86,"Routine - Unscheduled","62308_20171026_103131","Moderate risk vermin infestation","Moderate Risk"
17947,"Um Ma Son","5850 GEARY BLVD","San Francisco","CA","94121",37.780278,-122.482311,"POINT (-122.482311 37.780278)",NULL,"17947_20181024","2018-10-24",71,"Routine - Unscheduled","17947_20181024_103131","Moderate risk vermin infestation","Moderate Risk"
35862,"Toast Eatery","3991 24th St","San Francisco","CA","94114",37.751423,-122.431618,"POINT (-122.431618 37.751423)",NULL,"35862_20181002","2018-10-02",94,"Routine - Unscheduled","35862_20181002_103131","Moderate risk vermin infestation","Moderate Risk"
63248,"Lil'Darlings","312 Columbus Ave","San Francisco","CA","94133",37.798065,-122.406855,"POINT (-122.406855 37.798065)",NULL,"63248_20170719","2017-07-19",94,"Routine - Unscheduled","63248_20170719_103131","Moderate risk vermin infestation","Moderate Risk"
6025,"KIMOCHI INC","1840 SUTTER St 208","San Francisco","CA","94115",37.786428,-122.430883,"POINT (-122.430883 37.786428)","14155932294","6025_20190314","2019-03-14",85,"Routine - Unscheduled","6025_20190314_103131","Moderate risk vermin infestation","Moderate Risk"
1366,"CAFE LA TAZA","2475A MISSION","San Francisco","CA","94110",37.757436,-122.41888,"POINT (-122.41888 37.757436)","14155827715","1366_20190918","2019-09-18",72,"Routine - Unscheduled","1366_20190918_103131","Moderate risk vermin infestation","Moderate Risk"
2218,"Starbucks Coffee Co","99 Jackson St","San Francisco","CA","94111",37.79703,-122.398284,"POINT (-122.398284 37.79703)",NULL,"2218_20170503","2017-05-03",91,"Routine - Unscheduled","2218_20170503_103114","High risk vermin infestation","High Risk"
3082,"ONE MARKET RESTAURANT","1 MARKET St","San Francisco","CA","94105",37.794347,-122.394932,"POINT (-122.394932 37.794347)",NULL,"3082_20190403","2019-04-03",83,"Routine - Unscheduled","3082_20190403_103131","Moderate risk vermin infestation","Moderate Risk"
279,"Inga Donuts","1026 Hyde St","San Francisco","CA","94109",37.790347,-122.417227,"POINT (-122.417227 37.790347)",NULL,"279_20190422","2019-04-22",98,"Routine - Unscheduled","279_20190422_103161","Low risk vermin infestation","Low Risk"
3870,"LA ALTENA","3346 MISSION St","San Francisco","CA","94110",37.743206,-122.421546,"POINT (-122.421546 37.743206)","14155648415","3870_20180105","2018-01-05",90,"Routine - Unscheduled","3870_20180105_103131","Moderate risk vermin infestation","Moderate Risk"
4184,"GLENEAGLES GOLF COURSE AT M P","2100 SUNNYDALE Ave","San Francisco","CA","94134",37.714351,-122.424419,"POINT (-122.424419 37.714351)",NULL,"4184_20190801","2019-08-01",94,"Routine - Unscheduled","4184_20190801_103131","Moderate risk vermin infestation","Moderate Risk"
1617,"CLEMENT BBQ RESTAURANT","617 CLEMENT St","San Francisco","CA","94118",37.782843,-122.4659,"POINT (-122.4659 37.782843)","14155663328","1617_20181127","2018-11-27",78,"Routine - Unscheduled","1617_20181127_103161","Low risk vermin infestation","Low Risk"
3165,"HAN IL KWAN","1802 BALBOA St","San Francisco","CA","94121",37.776599,-122.478292,"POINT (-122.478292 37.776599)","14153598244","3165_20190604","2019-06-04",85,"Routine - Unscheduled","3165_20190604_103114","High risk vermin infestation","High Risk"
35786,"Subway #33355","750 FONT Blvd","San Francisco","CA","94132",37.723054,-122.483612,"POINT (-122.483612 37.723054)",NULL,"35786_20170210","2017-02-10",92,"Routine - Unscheduled","35786_20170210_103161","Low risk vermin infestation","Low Risk"
3016,"R & G Executive Lounge, Inc","631 Kearny St","San Francisco","CA","94108",37.794154,-122.404765,"POINT (-122.404765 37.794154)",NULL,"3016_20161114","2016-11-14",62,"Routine - Unscheduled","3016_20161114_103114","High risk vermin infestation","High Risk"
4894,"SUNRISE MARKET","688 Haight St","San Francisco","CA","94117",37.771748,-122.433493,"POINT (-122.433493 37.771748)",NULL,"4894_20161024","2016-10-24",85,"Routine - Unscheduled","4894_20161024_103161","Low risk vermin infestation","Low Risk"
58673,"New Luen Sing Fish Market","1207 Stockton St","San Francisco","CA","94133",37.796973,-122.408504,"POINT (-122.408504 37.796973)",NULL,"58673_20170103","2017-01-03",83,"Routine - Unscheduled","58673_20170103_103131","Moderate risk vermin infestation","Moderate Risk"
7643,"PACIFIC SUPER MARKET","2900 ALEMANY Blvd","San Francisco","CA","94112",37.712148,-122.452076,"POINT (-122.452076 37.712148)","14155331628","7643_20180416","2018-04-16",78,"Routine - Unscheduled","7643_20180416_103161","Low risk vermin infestation","Low Risk"
7664,"NORM'S MARKET","2201 BRYANT St","San Francisco","CA","94110",37.759045,-122.409726,"POINT (-122.409726 37.759045)","14155643031","7664_20170914","2017-09-14",93,"Routine - Unscheduled","7664_20170914_103114","High risk vermin infestation","High Risk"
5959,"ST. JOHN'S SNACK BAR","925 CHENERY St","San Francisco","CA","94131",37.735264,-122.437679,"POINT (-122.437679 37.735264)","14155586144","5959_20190228","2019-02-28",98,"Routine - Unscheduled","5959_20190228_103161","Low risk vermin infestation","Low Risk"
5200,"LATINO CUISINE CULINARY ACADEMY","2929 19th St","San Francisco","CA","941102019",37.760373,-122.411153,"POINT (-122.411153 37.760373)","14155645220","5200_20171101","2017-11-01",98,"Routine - Unscheduled","5200_20171101_103161","Low risk vermin infestation","Low Risk"
59009,"Woodhouse Fish Co.","1914 FILLMORE St","San Francisco","CA","94116",37.787386,-122.433476,"POINT (-122.433476 37.787386)","14155432722","59009_20190910","2019-09-10",NULL,"Foodborne Illness Investigation","59009_20190910_103131","Moderate risk vermin infestation","Moderate Risk"
63757,"Ajisen Ramen","865 Market St #STC-12","San Francisco","CA","94103",37.784317,-122.407563,"POINT (-122.407563 37.784317)",NULL,"63757_20170329","2017-03-29",85,"Routine - Unscheduled","63757_20170329_103131","Moderate risk vermin infestation","Moderate Risk"
39403,"Frisco Fried","5176 03rd St","San Francisco","CA","94124",37.73089,-122.392227,"POINT (-122.392227 37.73089)",NULL,"39403_20170110","2017-01-10",86,"Routine - Unscheduled","39403_20170110_103161","Low risk vermin infestation","Low Risk"
6965,"Hang Seng Meat Market","834 Jackson St","San Francisco","CA","94133",37.795788,-122.408834,"POINT (-122.408834 37.795788)",NULL,"6965_20181219","2018-12-19",86,"Routine - Unscheduled","6965_20181219_103131","Moderate risk vermin infestation","Moderate Risk"
16441,"Hawaiian Drive Inn","2600 San Bruno Ave","San Francisco","CA","94134",37.728718,-122.404101,"POINT (-122.404101 37.728718)",NULL,"16441_20190211","2019-02-11",76,"Routine - Unscheduled","16441_20190211_103131","Moderate risk vermin infestation","Moderate Risk"
3309,"ALBORZ","1245 VAN NESS Ave","San Francisco","CA","94109",37.787375,-122.421844,"POINT (-122.421844 37.787375)","14155444321","3309_20190305","2019-03-05",81,"Routine - Unscheduled","3309_20190305_103131","Moderate risk vermin infestation","Moderate Risk"
5855,"SOTA (SCHOOL OF THE ARTS)","555 Portola Dr","San Francisco","CA","94131",37.745674,-122.45085,"POINT (-122.45085 37.745674)","14155695700","5855_20161102","2016-11-02",88,"Routine - Unscheduled","5855_20161102_103131","Moderate risk vermin infestation","Moderate Risk"
3630,"MAD DOG IN THE FOG","530 HAIGHT St","San Francisco","CA","94117",37.772097,-122.430814,"POINT (-122.430814 37.772097)","14155627279","3630_20180130","2018-01-30",90,"Routine - Unscheduled","3630_20180130_103131","Moderate risk vermin infestation","Moderate Risk"
10170,"Piaza Pellegrini","659 Columbus Ave","San Francisco","CA","94133",37.800851,-122.411062,"POINT (-122.411062 37.800851)",NULL,"10170_20180501","2018-05-01",82,"Routine - Unscheduled","10170_20180501_103114","High risk vermin infestation","High Risk"
48,"ART'S CAFE","747 IRVING St","San Francisco","CA","94122",37.764013,-122.465749,"POINT (-122.465749 37.764013)",NULL,"48_20181011","2018-10-11",87,"Routine - Unscheduled","48_20181011_103114","High risk vermin infestation","High Risk"
16751,"Nihon","1779 Folsom St","San Francisco","CA","94103",37.768654,-122.415586,"POINT (-122.415586 37.768654)",NULL,"16751_20190801","2019-08-01",84,"Routine - Unscheduled","16751_20190801_103131","Moderate risk vermin infestation","Moderate Risk"
3728,"GOLD CLUB, THE","650 HOWARD St","San Francisco","CA","94105",37.785784,-122.399569,"POINT (-122.399569 37.785784)",NULL,"3728_20180323","2018-03-23",92,"Routine - Unscheduled","3728_20180323_103161","Low risk vermin infestation","Low Risk"
5835,"Rosa Parks Elementary School","1501 O'Farrell St","San Francisco","CA","94115",37.783604,-122.430141,"POINT (-122.430141 37.783604)","14155745519","5835_20180524","2018-05-24",93,"Routine - Unscheduled","5835_20180524_103114","High risk vermin infestation","High Risk"
1296,"TAQUERIA EL BUEN SABOR","699 VALENCIA St","San Francisco","CA","94112",37.761743,-122.421492,"POINT (-122.421492 37.761743)","14155588745","1296_20190910","2019-09-10",85,"Routine - Unscheduled","1296_20190910_103131","Moderate risk vermin infestation","Moderate Risk"
62179,"Pampanguena Cuisine","4441 Mission St","San Francisco","CA","94112",37.727111,-122.432926,"POINT (-122.432926 37.727111)","14155588899","62179_20190523","2019-05-23",90,"Routine - Unscheduled","62179_20190523_103131","Moderate risk vermin infestation","Moderate Risk"
10280,"TENDERLOIN ELEMENTARY SCHOOL","627 TURK ST","San Francisco","CA","94102",37.782034,-122.419777,"POINT (-122.419777 37.782034)",NULL,"10280_20180405","2018-04-05",88,"Routine - Unscheduled","10280_20180405_103131","Moderate risk vermin infestation","Moderate Risk"
3221,"PASQUALES","700 IRVING St","San Francisco","CA","94122",37.764108,-122.465512,"POINT (-122.465512 37.764108)","14155662140","3221_20180608","2018-06-08",90,"Routine - Unscheduled","3221_20180608_103161","Low risk vermin infestation","Low Risk"
2336,"Ristorante Ti Piacera","1507 Polk St","San Francisco","CA","94109",37.790645,-122.420765,"POINT (-122.420765 37.790645)",NULL,"2336_20181025","2018-10-25",92,"Routine - Unscheduled","2336_20181025_103161","Low risk vermin infestation","Low Risk"
302,"MOULIN ROUGE","887 GEARY St","San Francisco","CA","94109",37.786084,-122.417889,"POINT (-122.417889 37.786084)",NULL,"302_20190306","2019-03-06",94,"Routine - Unscheduled","302_20190306_103131","Moderate risk vermin infestation","Moderate Risk"
1870,"Cafe Tiramisu","28 Belden Pl","San Francisco","CA","94104",37.791198,-122.403737,"POINT (-122.403737 37.791198)",NULL,"1870_20190618","2019-06-18",86,"Routine - Unscheduled","1870_20190618_103161","Low risk vermin infestation","Low Risk"
59577,"Pasta Moto of San Francisco Centre LLC","845 Market St FE6","San Francisco","CA","94103",37.784848,-122.406892,"POINT (-122.406892 37.784848)",NULL,"59577_20180302","2018-03-02",85,"Routine - Unscheduled","59577_20180302_103131","Moderate risk vermin infestation","Moderate Risk"
38442,"Yum Yum Hunan","1828 DIVISADERO St","San Francisco","CA","94115",37.786578,-122.440096,"POINT (-122.440096 37.786578)",NULL,"38442_20190430","2019-04-30",71,"Routine - Unscheduled","38442_20190430_103131","Moderate risk vermin infestation","Moderate Risk"
3738,"CINDERELLA BAKERY & CAFE","0436 BALBOA St","San Francisco","CA","94118",37.777299,-122.463353,"POINT (-122.463353 37.777299)",NULL,"3738_20180808","2018-08-08",96,"Routine - Unscheduled","3738_20180808_103161","Low risk vermin infestation","Low Risk"
58718,"Fishbowl","1854 DIVISADERO St","San Francisco","CA","94115",37.786887,-122.440156,"POINT (-122.440156 37.786887)",NULL,"58718_20170420","2017-04-20",94,"Routine - Unscheduled","58718_20170420_103131","Moderate risk vermin infestation","Moderate Risk"
5252,"DAY DARMET CATERING","1068 Revere Ave","San Francisco","CA","94124",37.72608,-122.380207,"POINT (-122.380207 37.72608)",NULL,"5252_20170123","2017-01-23",84,"Routine - Unscheduled","5252_20170123_103114","High risk vermin infestation","High Risk"
